"bsv"	"context"	"full_expression"	"no_match"	"match_with_fcu"	"context"	"location"	"features"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-14_cle48f73b"	"(chou-fleur d'été,"	"brocoli, romanesco"	", romanesco"	"brocoli ( chou brocoli ) =http://ontology.inrae.fr/frenchcropusage/Choux_brocolis"	"), par labour. Les v"	"17407-17425"	"type=N_PUN_N, match=fcu, form=brocoli, romanesco"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-14_cle48f73b"	"r à proximité d'une"	"culture de tomates, l'arrachage"	"culture de , l'arrachage"	"tomates ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates"	"de ces dernières à"	"33354-33385"	"type=N_PUN_N, match=fcu, form=culture de tomates, l'arrachage"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-14_cle48f73b"	"Rhône-Alpes 27 27"	"Blette et épinard"	"Blette et épinard"	"Blette ( poirée ) =http://ontology.inrae.fr/frenchcropusage/Poirees, épinard ( épinard ) =http://ontology.inrae.fr/frenchcropusage/Epinards"	"Puceron : Risque fa"	"50650-50667"	"type=N_KON_N, match=fcu, form=Blette et épinard"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71"	"ultures légumières,"	"allium et pomme de terre"	"allium et pomme de terre"	"pomme de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pomme ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"Sommaire Crédit pho"	"150-174"	"type=N_KON_N, match=fcu, form=allium et pomme de terre"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71"	"s caduques tels que"	"le frêne, le bouleau, le saule, le saule, le chêne, le hêtre, le noisetier, le sycomore"	"le frêne, le bouleau, le saule, le saule, le chêne, le hêtre, le noisetier, le sycomore"	"chêne ( chêne ) =http://ontology.inrae.fr/frenchcropusage/Chenes, noisetier ( noisetier ) =http://ontology.inrae.fr/frenchcropusage/Noisetiers"	", l'érable et le mar"	"3594-3681"	"type=N_PUN_N, match=fcu, form=le frêne, le bouleau, le saule, le saule, le chêne, le hêtre, le noisetier, le sycomore"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71"	"Principalement sur"	"Batavia et Feuille de Chêne"	"Batavia et Feuille de Chêne"	"Batavia ( laitue batavia ) =http://ontology.inrae.fr/frenchcropusage/Laitues_batavia, Feuille de Chêne ( laitue à couper ) =http://ontology.inrae.fr/frenchcropusage/Laitues_couper, Chêne ( chêne ) =http://ontology.inrae.fr/frenchcropusage/Chenes"	"blonde Présence"	"5293-5320"	"type=N_KON_N, match=fcu, form=Batavia et Feuille de Chêne"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71"	"e légumes feuilles ("	"épinards, choux, salades"	"épinards, choux, salades"	"épinards ( épinard ) =http://ontology.inrae.fr/frenchcropusage/Epinards, choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, salades ( salade ) =http://ontology.inrae.fr/frenchcropusage/Salades"	"). Noctuelle de la t"	"7478-7502"	"type=N_PUN_N, match=fcu, form=épinards, choux, salades"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71"	"t aux Brassicacées ("	"chou, navet"	"chou, navet"	"chou ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, chou ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, navet ( navet potager ) =http://ontology.inrae.fr/frenchcropusage/Navets_potagers"	"...), mais elle peut"	"8268-8279"	"type=N_PUN_N, match=fcu, form=chou, navet"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71"	"ent s'installer sur"	"les betteraves, les laitues"	"les betteraves, les laitues"	"betteraves ( betterave ) =http://ontology.inrae.fr/frenchcropusage/Betteraves, laitues ( laitue ) =http://ontology.inrae.fr/frenchcropusage/Laitues"	"ou les chicorées. L"	"8337-8364"	"type=N_PUN_N, match=fcu, form=les betteraves, les laitues"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71"	"le tissé ou non) en"	"pépinière, fauchage des abords"	"pépinière, fauchage des abords"	"pépinière ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture, pépinière ( horticulture ornementale ) =http://ontology.inrae.fr/frenchcropusage/Horticulture_ornementale"	". Eviter l'excès d'a"	"11515-11545"	"type=N_PUN_N, match=fcu, form=pépinière, fauchage des abords"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71"	"attaque surtout aux"	"salades, chicorées et asperges"	"salades, chicorées et asperges"	"salades ( salade ) =http://ontology.inrae.fr/frenchcropusage/Salades, chicorées ( chicorée endive ) =http://ontology.inrae.fr/frenchcropusage/Chicorees_potageres, chicorées ( chicorée ) =http://ontology.inrae.fr/frenchcropusage/Chicorees, asperges ( asperge ) =http://ontology.inrae.fr/frenchcropusage/Asperges"	"(attention aussi au"	"12613-12643"	"type=N_PUN_N_KON_N, match=fcu, form=salades, chicorées et asperges"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71"	"gnalée non plus sur"	"repousses, jardins"	"repousses, jardins"	"jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"ou tas de déchets."	"30402-30420"	"type=N_PUN_N, match=fcu, form=repousses, jardins"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71"	"ion en eau, évitent"	"les coups de soleil et les brûlures"	"les coups de  et les brûlures"	"soleil ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols"	", et améliorent l'ac"	"42050-42085"	"type=N_KON_N, match=fcu, form=les coups de soleil et les brûlures"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71"	"des sur les plants ("	"feuilles et fleurs"	"feuilles et "	"fleurs ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	") et dans le sol (su"	"45932-45950"	"type=N_KON_N, match=fcu, form=feuilles et fleurs"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71"	"en particulier aux"	"cultures de concombres, d'aubergines"	"cultures de , d'aubergines"	"concombres ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres"	", de tomates, de poi"	"52260-52296"	"type=N_PUN_N, match=fcu, form=cultures de concombres, d'aubergines"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71"	"f dès les premières"	"fleurs, un lâcher"	", un lâcher"	"fleurs ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	"de 3 à 4 individus"	"54746-54763"	"type=N_PUN_N, match=fcu, form=fleurs, un lâcher"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71"	"ouver également sur"	"les tiges et les fruits"	"les tiges et les "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"(verts ou mûrs) con"	"60570-60593"	"type=N_KON_N, match=fcu, form=les tiges et les fruits"
"BSV_legumes_allium_pomme_de_terre_AURA_2019_-2_cle45e5c6"	"ultures légumières,"	"allium et pomme de terre"	"allium et pomme de terre"	"pomme de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pomme ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"Sommaire Crédit pho"	"149-173"	"type=N_KON_N, match=fcu, form=allium et pomme de terre"
"BSV_legumes_allium_pomme_de_terre_AURA_2019_-2_cle45e5c6"	"Oignon en sec/"	"bulbe, Oignon"	"bulbe, "	"Oignon ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons"	"en vert/printemp"	"3865-3878"	"type=N_PUN_N, match=fcu, form=bulbe, Oignon"
"BSV_legumes_allium_pomme_de_terre_AURA_2019_-2_cle45e5c6"	"maladies Mouche de"	"la carotte, modélisation"	"la , modélisation"	"carotte ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes"	"Adventices AbsenceD"	"5956-5980"	"type=N_PUN_N, match=fcu, form=la carotte, modélisation"
"BSV_legumes_allium_pomme_de_terre_AURA_2019_-2_cle45e5c6"	"résence Piqures sur"	"ciboulette, indice"	", indice"	"ciboulette ( ciboulette ) =http://ontology.inrae.fr/frenchcropusage/Ciboulettes"	"1, faible Courbe d'"	"12411-12429"	"type=N_PUN_N, match=fcu, form=ciboulette, indice"
"BSV_legumes_allium_pomme_de_terre_AURA_2019_-2_cle45e5c6"	", Capselle bourse à"	"pasteur, Laiteron, Pissenlit,Géranium, véronique, moutarde"	"pasteur, Laiteron, Pissenlit,Géranium, véronique, moutarde"	"Pissenlit ( pissenlit ) =http://ontology.inrae.fr/frenchcropusage/Pissenlits, Géranium ( géranium ) =http://ontology.inrae.fr/frenchcropusage/Geraniums, moutarde ( moutarde ) =http://ontology.inrae.fr/frenchcropusage/Moutardes"	"blanche ; - Bande e"	"17900-17958"	"type=N_PUN_N, match=fcu, form=pasteur, Laiteron, Pissenlit,Géranium, véronique, moutarde"
"BSV_legumes_allium_pomme_de_terre_AURA_2019_-2_cle45e5c6"	"lifères, composées."	"Blette et épinard"	"Blette et épinard"	"Blette ( poirée ) =http://ontology.inrae.fr/frenchcropusage/Poirees, épinard ( épinard ) =http://ontology.inrae.fr/frenchcropusage/Epinards"	"Puceron : Risque fa"	"18068-18085"	"type=N_KON_N, match=fcu, form=Blette et épinard"
"BSV_no14_legumes_05_juillet_2019_cle0e639d"	"de la carotte Chou"	"fleur et romanesco"	"fleur et romanesco"	"fleur ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	": Mouche du céleri"	"118-136"	"type=N_KON_N, match=fcu, form=fleur et romanesco"
"BSV_no14_legumes_05_juillet_2019_cle0e639d"	"as Poireau : Thrips"	"Courges et courgettes"	"Courges et courgettes"	"Courges ( courge ) =http://ontology.inrae.fr/frenchcropusage/Courges, courgettes ( courgette ) =http://ontology.inrae.fr/frenchcropusage/Courgettes"	": Teigne Bac"	"354-375"	"type=N_KON_N, match=fcu, form=Courges et courgettes"
"BSV_no14_legumes_05_juillet_2019_cle0e639d"	"crucifères racines ("	"Navets, radis"	"Navets, radis"	"Navets ( navet potager ) =http://ontology.inrae.fr/frenchcropusage/Navets_potagers, radis ( radis ) =http://ontology.inrae.fr/frenchcropusage/Radis"	"). La fin du 2eme vo"	"2252-2265"	"type=N_PUN_N, match=fcu, form=Navets, radis"
"BSV_no14_legumes_05_juillet_2019_cle0e639d"	"sur les plantes. En"	"pépinière, les semis"	"pépinière, les semis"	"pépinière ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture, pépinière ( horticulture ornementale ) =http://ontology.inrae.fr/frenchcropusage/Horticulture_ornementale"	"doivent être bâchés"	"4374-4394"	"type=N_PUN_N, match=fcu, form=pépinière, les semis"
"BSV_no14_legumes_05_juillet_2019_cle0e639d"	"ortes défoliations."	"Courges et courgettes"	"Courges et courgettes"	"Courges ( courge ) =http://ontology.inrae.fr/frenchcropusage/Courges, courgettes ( courgette ) =http://ontology.inrae.fr/frenchcropusage/Courgettes"	": Dégâts d'altise s"	"5226-5247"	"type=N_KON_N, match=fcu, form=Courges et courgettes"
"BSV_no14_legumes_05_juillet_2019_cle0e639d"	"cours. Désherbage :"	"Les courges et les courgettes"	"Les courges et les courgettes"	"courges ( courge ) =http://ontology.inrae.fr/frenchcropusage/Courges, courgettes ( courgette ) =http://ontology.inrae.fr/frenchcropusage/Courgettes"	"sont des cultures p"	"5595-5624"	"type=N_KON_N, match=fcu, form=Les courges et les courgettes"
"BSV_no14_legumes_05_juillet_2019_cle0e639d"	"uillet 2019, page 7"	"Carottes et céleris"	"Carottes et céleris"	"Carottes ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes, céleris ( céleri ) =http://ontology.inrae.fr/frenchcropusage/Celeris"	": Mouche de"	"9482-9501"	"type=N_KON_N, match=fcu, form=Carottes et céleris"
"BSV_no15_legumes_12_juillet_2019_cle032af3"	"de la carotte Chou"	"fleur et romanesco"	"fleur et romanesco"	"fleur ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	": Mouche du céleri"	"119-137"	"type=N_KON_N, match=fcu, form=fleur et romanesco"
"BSV_no15_legumes_12_juillet_2019_cle032af3"	"Choucas Ail Rouille"	"Courges et courgettes"	"Courges et courgettes"	"Courges ( courge ) =http://ontology.inrae.fr/frenchcropusage/Courges, courgettes ( courgette ) =http://ontology.inrae.fr/frenchcropusage/Courgettes"	": Bactérioses Poirea"	"359-380"	"type=N_KON_N, match=fcu, form=Courges et courgettes"
"BSV_no15_legumes_12_juillet_2019_cle032af3"	"ères (Photo CA BZH)"	"Courges et courgettes"	"Courges et courgettes"	"Courges ( courge ) =http://ontology.inrae.fr/frenchcropusage/Courges, courgettes ( courgette ) =http://ontology.inrae.fr/frenchcropusage/Courgettes"	": Cultures souvent"	"3824-3845"	"type=N_KON_N, match=fcu, form=Courges et courgettes"
"BSV_no15_legumes_12_juillet_2019_cle032af3"	"uillet 2019, page 6"	"Carottes et céleris"	"Carottes et céleris"	"Carottes ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes, céleris ( céleri ) =http://ontology.inrae.fr/frenchcropusage/Celeris"	": Vol Mouche de la"	"6727-6746"	"type=N_KON_N, match=fcu, form=Carottes et céleris"
"BSV_no19_legumes_9_aout_2019_cle82c98c"	"e la semaine : Chou"	"fleur et romanesco"	"fleur et romanesco"	"fleur ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	": Mouche du chou Sa"	"88-106"	"type=N_KON_N, match=fcu, form=fleur et romanesco"
"BSV_no19_legumes_9_aout_2019_cle82c98c"	"rsiste plus que sur"	"radis et navets"	"radis et navets"	"radis ( radis ) =http://ontology.inrae.fr/frenchcropusage/Radis, navets ( navet potager ) =http://ontology.inrae.fr/frenchcropusage/Navets_potagers"	", ou les temps de tr"	"2258-2273"	"type=N_KON_N, match=fcu, form=radis et navets"
"BSV_no19_legumes_9_aout_2019_cle82c98c"	"9 aout 2019, page 5"	"Carottes, panais et céleris"	"Carottes, panais et céleris"	"Carottes ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes, panais ( panais ) =http://ontology.inrae.fr/frenchcropusage/Panais, céleris ( céleri ) =http://ontology.inrae.fr/frenchcropusage/Celeris"	": Mouche de la caro"	"6799-6826"	"type=N_PUN_N_KON_N, match=fcu, form=Carottes, panais et céleris"
"BSV_no19_legumes_9_aout_2019_cle82c98c"	"9 aout 2019, page 6"	"Carottes, panais et céleris"	"Carottes, panais et céleris"	"Carottes ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes, panais ( panais ) =http://ontology.inrae.fr/frenchcropusage/Panais, céleris ( céleri ) =http://ontology.inrae.fr/frenchcropusage/Celeris"	"(suite) : Mouche du"	"7791-7818"	"type=N_PUN_N_KON_N, match=fcu, form=Carottes, panais et céleris"
"BSV_no19_legumes_9_aout_2019_cle82c98c"	"ours d'élaboration ("	"nombre de fruits et calibre"	"nombre de  et calibre"	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"), des attaques trop"	"9155-9182"	"type=N_KON_N, match=fcu, form=nombre de fruits et calibre"
"B_V_NA_MARAICHAGE_Sud_NA_09_20191028_cle4d1138"	"umes Brassicacées :"	"tenthrèdes, piérides, mouches du chou"	"tenthrèdes, piérides, mouches du chou"	"chou ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, chou ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	". Poireau : alternar"	"1502-1539"	"type=N_PUN_N, match=fcu, form=tenthrèdes, piérides, mouches du chou"
"B_V_NA_MARAICHAGE_Sud_NA_09_20191028_cle4d1138"	"ugose Fruit Virus :"	"tomate et poivron"	"tomate et poivron"	"tomate ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates, poivron ( poivron ) =http://ontology.inrae.fr/frenchcropusage/Poivrons"	": propagation du vi"	"1745-1762"	"type=N_KON_N, match=fcu, form=tomate et poivron"
"B_V_NA_MARAICHAGE_Sud_NA_09_20191028_cle4d1138"	"tis est signalé sur"	"feuilles, fruits et tiges"	"feuilles,  et tiges"	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"en sol et en hors-s"	"10772-10797"	"type=N_PUN_N_KON_N, match=fcu, form=feuilles, fruits et tiges"
"B_V_NA_MARAICHAGE_Sud_NA_09_20191028_cle4d1138"	"gine : botrytis sur"	"fruit, tomate"	"fruit, tomate"	"fruit ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, tomate ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates"	": botrytis sur feui"	"11096-11109"	"type=N_PUN_N, match=fcu, form=fruit, tomate"
"B_V_NA_MARAICHAGE_Sud_NA_09_20191028_cle4d1138"	"égâts de thrips sur"	"feuille et fruit"	"feuille et "	"fruit ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"d'aubergine(Crédit"	"13896-13912"	"type=N_KON_N, match=fcu, form=feuille et fruit"
"B_V_NA_MARAICHAGE_Sud_NA_09_20191028_cle4d1138"	"tes hôtes (morelle,"	"datura, repousse de tomate"	"datura, repousse de "	"tomate ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates"	"). o Vérifier si les"	"15729-15755"	"type=N_PUN_N, match=fcu, form=datura, repousse de tomate"
"B_V_NA_MARAICHAGE_Sud_NA_09_20191028_cle4d1138"	"Mouche du chou sur"	"radis, piérides du chou, tenthrède"	"radis, piérides du chou, tenthrède"	"radis ( radis ) =http://ontology.inrae.fr/frenchcropusage/Radis, chou ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, chou ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	"sur chou(Crédit pho"	"20425-20459"	"type=N_PUN_N, match=fcu, form=radis, piérides du chou, tenthrède"
"bsv_maraichage_lr_n08_17042019_cle0913a2"	"sont en place dans"	"les vergers et les cultures"	"les  et les cultures"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"légumières. Les tra"	"3568-3595"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"bsv_maraichage_lr_n13_26-06-2019_cle03aab1"	"sont en place dans"	"les vergers et les cultures"	"les  et les cultures"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"légumières. Les tra"	"4141-4168"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"bsv_maraichage_lr_n13_26-06-2019_cle03aab1"	"rès gros dégâts sur"	"les cultures de cucurbitacées(concombre, melon, courgette"	"les cultures de cucurbitacées(concombre, melon, courgette"	"melon ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons, courgette ( courgette ) =http://ontology.inrae.fr/frenchcropusage/Courgettes"	"). Ces plantes relai"	"8721-8778"	"type=N_PUN_N, match=fcu, form=les cultures de cucurbitacées(concombre, melon, courgette"
"bsv_maraichage_lr_n13_26-06-2019_cle03aab1"	"ans les cultures en"	"grossissement et maturation de fruit"	"grossissement et maturation de "	"fruit ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	".Évaluation du risqu"	"18170-18206"	"type=N_KON_N, match=fcu, form=grossissement et maturation de fruit"
"bsv_maraichage_lr_n13_26-06-2019_cle03aab1"	"s relais comme pour"	"les melons et courgettes"	"les melons et courgettes"	"melons ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons, courgettes ( courgette ) =http://ontology.inrae.fr/frenchcropusage/Courgettes"	"sous abris. AUBERGI"	"25232-25256"	"type=N_KON_N, match=fcu, form=les melons et courgettes"
"bsv_maraichage_n14_19082019_cle01948b"	"illes phytophages :"	"Piéride du chou, Piéride de la rave"	"Piéride du chou, Piéride de la rave"	"chou ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, chou ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	"(Pieris brassicae,"	"9426-9461"	"type=N_PUN_N, match=fcu, form=Piéride du chou, Piéride de la rave"
"bsv_maraichage_n14_19082019_cle01948b"	"s tabaci) Comme sur"	"oignon, les orages et pluies"	", les orages et pluies"	"oignon ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons"	"ont nettement contr"	"10221-10249"	"type=N_PUN_N_KON_N, match=fcu, form=oignon, les orages et pluies"
"bsv_maraichage_n15_23082018_cle0775f5"	"vations : Comme sur"	"salades, les corvidés"	", les corvidés"	"salades ( salade ) =http://ontology.inrae.fr/frenchcropusage/Salades"	"sont à l'origine de"	"7212-7233"	"type=N_PUN_N, match=fcu, form=salades, les corvidés"
"bsv_maraichage_n15_23082018_cle0775f5"	"illes phytophages :"	"Piéride du chou, Piéride de la rave"	"Piéride du chou, Piéride de la rave"	"chou ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, chou ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	"(Pieris brassicae,"	"7946-7981"	"type=N_PUN_N, match=fcu, form=Piéride du chou, Piéride de la rave"
